ACC#	body	xenopus	human
Q8IXW5	Nucleoli	Non Dynamic	Non Cdk target
Q8IY18	Nucleoli	Non Dynamic	Non Cdk target
Q8IY37	Nucleoli	Non Dynamic	Non Cdk target
Q8IY47	Nucleoli	Non Dynamic	Non Cdk target
Q8IY50	Nucleoli	Non Dynamic	Non Cdk target
Q8IY81	Stress granules,Nucleoli	Non Dynamic	Non Cdk target
Q8IYB3	Speckles	Non Dynamic	Cdk target
Q8IYF1	Speckles	Non Dynamic	Non Cdk target
Q8IYH5	Nucleoli	Non Dynamic	Non Cdk target
Q8IYJ2	Nucleoli	Non Dynamic	Non Cdk target
Q8IYL9	Nucleoli	Non Dynamic	Non Cdk target
Q8IYM9	Cajal bodies	Non Dynamic	Non Cdk target
Q8IYN9	Stress granules	Non Dynamic	Non Cdk target
Q8IYT2	PML bodies	Non Dynamic	Non Cdk target
Q8IYW5	53BP1 bodies	Non Dynamic	Non Cdk target
Q8IZ40	Superenhancers-Mediator	Non Dynamic	Non Cdk target
Q8IZ81	Nucleoli	Non Dynamic	Non Cdk target
Q8IZ83	PML bodies	Non Dynamic	Non Cdk target
Q8IZA0	Nucleoli	Non Dynamic	Non Cdk target
Q8IZD0	Nucleoli	Non Dynamic	Non Cdk target
Q8IZD4	P-bodies	Non Dynamic	Non Cdk target
Q8IZH2	Stress granules,Nucleoli	Dynamic	Non Cdk target
Q8IZL2	Superenhancers-Mediator	Non Dynamic	Non Cdk target
Q8IZL8	Nucleoli	Non Dynamic	Cdk target
Q8IZN3	Nucleoli	Non Dynamic	Non Cdk target
Q8IZQ1	Nucleoli	Non Dynamic	Non Cdk target
Q8IZQ5	Nucleoli	Non Dynamic	Non Cdk target
Q8IZU3	Stress granules	Non Dynamic	Non Cdk target
Q8N0T1	Nucleoli	Non Dynamic	Non Cdk target
Q8N0V3	Nucleoli	Non Dynamic	Non Cdk target
Q8N0Y2	Speckles,Nucleoli	Non Dynamic	Non Cdk target
Q8N122	Stress granules	Dynamic	Cdk target
Q8N140	Nucleoli	Non Dynamic	Non Cdk target
Q8N163	Superenhancers-Mediator	Non Dynamic	Non Cdk target
Q8N187	Nucleoli	Non Dynamic	Non Cdk target
Q8N1F7	NPC	Dynamic	Non Cdk target
Q8N1G1	Nucleoli	Non Dynamic	Non Cdk target
Q8N1G4	Nucleoli	Non Dynamic	Non Cdk target
Q8N1H7	Nucleoli	Non Dynamic	Non Cdk target
Q8N1I0	Nucleoli	Non Dynamic	Non Cdk target
Q8N1L9	Nucleoli	Non Dynamic	Non Cdk target
Q8N1Q1	Nucleoli	Non Dynamic	Non Cdk target
Q8N2H9	Nucleoli	Non Dynamic	Non Cdk target
Q8N2W9	Cajal bodies	Non Dynamic	Non Cdk target
Q8N319	Nucleoli	Non Dynamic	Non Cdk target
Q8N3U4	Speckles	Non Dynamic	Non Cdk target
Q8N3Z6	Nucleoli	Non Dynamic	Non Cdk target
Q8N474	Nucleoli	Non Dynamic	Non Cdk target
Q8N4C6	Nucleoli	Non Dynamic	Non Cdk target
Q8N4L1	Nucleoli	Non Dynamic	Non Cdk target
Q8N4L8	Nucleoli	Non Dynamic	Non Cdk target
Q8N4N8	Nucleoli	Non Dynamic	Non Cdk target
Q8N543	Stress granules	Non Dynamic	Non Cdk target
Q8N554	Nucleoli	Non Dynamic	Non Cdk target
Q8N567	Nucleoli	Non Dynamic	Non Cdk target
Q8N594	Nucleoli	Non Dynamic	Non Cdk target
Q8N5A5	Cajal bodies	Non Dynamic	Non Cdk target
Q8N5B7	Nucleoli	Non Dynamic	Non Cdk target
Q8N5C7	Nucleoli	Non Dynamic	Non Cdk target
Q8N5G0	Nucleoli	Non Dynamic	Non Cdk target
Q8N5P1	Speckles	Non Dynamic	Non Cdk target
Q8N5X7	Nucleoli	Non Dynamic	Non Cdk target
Q8N684	Nucleoli	Non Dynamic	Non Cdk target
Q8N6U8	Nucleoli	Non Dynamic	Non Cdk target
Q8N752	Nucleoli	Non Dynamic	Non Cdk target
Q8N7C4	Nucleoli	Non Dynamic	Non Cdk target
Q8N7U6	Nucleoli	Non Dynamic	Non Cdk target
Q8N7W2	Nucleoli	Non Dynamic	Non Cdk target
Q8N831	Nucleoli	Non Dynamic	Non Cdk target
Q8N859	Nucleoli	Non Dynamic	Non Cdk target
Q8N8A6	Nucleoli	Dynamic	Non Cdk target
Q8N8D1	Nucleoli	Non Dynamic	Non Cdk target
Q8N8J6	Nucleoli	Non Dynamic	Non Cdk target
Q8N9E0	Nucleoli	Non Dynamic	Non Cdk target
Q8N9I9	Nucleoli	Non Dynamic	Non Cdk target
Q8N9N2	Stress granules	Non Dynamic	Non Cdk target
Q8N9Q2	Nucleoli	Non Dynamic	Non Cdk target
Q8N9T8	Nucleoli	Non Dynamic	Cdk target
Q8N9V3	Nucleoli	Non Dynamic	Non Cdk target
Q8NAA5	Nucleoli	Non Dynamic	Non Cdk target
Q8NB16	Nucleoli	Non Dynamic	Non Cdk target
Q8NB90	Nucleoli	Non Dynamic	Non Cdk target
Q8NBB4	Nucleoli	Non Dynamic	Non Cdk target
Q8NBI2	Nucleoli	Non Dynamic	Non Cdk target
Q8NBP5	Nucleoli	Non Dynamic	Non Cdk target
Q8NBT2	Nucleoli	Non Dynamic	Non Cdk target
Q8NBU5	Nucleoli	Non Dynamic	Non Cdk target
Q8NBZ0	Nucleoli,PML bodies	Non Dynamic	Cdk target
Q8NC51	Stress granules,Nucleoli,Cajal bodies	Non Dynamic	Non Cdk target
Q8NC69	Nucleoli,PML bodies	Non Dynamic	Non Cdk target
Q8NCD3	Nucleoli	Non Dynamic	Cdk target
Q8NCL4	Nucleoli	Non Dynamic	Non Cdk target
Q8NCS4	Nucleoli	Non Dynamic	Non Cdk target
Q8NCW0	Nucleoli	Non Dynamic	Non Cdk target
Q8ND24	Stress granules	Dynamic	Non Cdk target
Q8ND30	Speckles	Dynamic	Non Cdk target
Q8ND56	P-bodies	Dynamic	Non Cdk target
Q8ND82	Nucleoli	Non Dynamic	Non Cdk target
Q8NDC0	Stress granules	Dynamic	Non Cdk target
Q8NDD1	Nucleoli	Non Dynamic	Non Cdk target
Q8NDF8	Nucleoli	Non Dynamic	Non Cdk target
Q8NDT2	Speckles,P-bodies	Non Dynamic	Cdk target
Q8NDZ2	Nucleoli	Non Dynamic	Non Cdk target
Q8NE71	Nucleoli	Dynamic	Non Cdk target
Q8NEA4	Nucleoli	Non Dynamic	Non Cdk target
Q8NEC7	Nucleoli	Non Dynamic	Non Cdk target
Q8NEF9	Nucleoli	Dynamic	Non Cdk target
Q8NEJ9	Nucleoli	Non Dynamic	Non Cdk target
Q8NEM7	Nucleoli	Non Dynamic	Non Cdk target
Q8NEN9	Nucleoli	Non Dynamic	Non Cdk target
Q8NEP7	Nucleoli	Non Dynamic	Non Cdk target
Q8NF91	Stress granules	Non Dynamic	Non Cdk target
Q8NF99	Nucleoli	Non Dynamic	Non Cdk target
Q8NFH3	NPC	Non Dynamic	Non Cdk target
Q8NFH5	NPC	Dynamic	Cdk target
Q8NFP9	Nucleoli	Non Dynamic	Non Cdk target
Q8NFR7	Nucleoli	Non Dynamic	Non Cdk target
Q8NFW8	Nucleoli	Non Dynamic	Non Cdk target
Q8NFW9	Nucleoli	Non Dynamic	Non Cdk target
Q8NG27	Nucleoli,PML bodies	Non Dynamic	Non Cdk target
Q8NG50	Nucleoli	Non Dynamic	Non Cdk target
Q8NHM5	Nucleoli	Non Dynamic	Non Cdk target
Q8NHQ9	Nucleoli	Non Dynamic	Non Cdk target
Q8NHR7	Nucleoli	Non Dynamic	Non Cdk target
Q8NHS4	Nucleoli	Non Dynamic	Non Cdk target
Q8NHU0	Nucleoli	Non Dynamic	Non Cdk target
Q8NHU6	Stress granules,P-bodies	Non Dynamic	Cdk target
Q8NHX9	Nucleoli	Non Dynamic	Non Cdk target
Q8NI36	Nucleoli	Non Dynamic	Non Cdk target
Q8TAF7	Nucleoli	Non Dynamic	Non Cdk target
Q8TAU0	Nucleoli	Non Dynamic	Non Cdk target
Q8TB69	Nucleoli	Non Dynamic	Non Cdk target
Q8TBB5	Nucleoli	Non Dynamic	Non Cdk target
Q8TBF4	Nucleoli	Non Dynamic	Non Cdk target
Q8TBK6	Nucleoli	Non Dynamic	Non Cdk target
Q8TBZ6	Nucleoli	Non Dynamic	Non Cdk target
Q8TC21	Nucleoli	Non Dynamic	Non Cdk target
Q8TC57	Nucleoli	Non Dynamic	Non Cdk target
Q8TC92	Speckles	Non Dynamic	Non Cdk target
Q8TCG1	Stress granules	Non Dynamic	Non Cdk target
Q8TCN5	Nucleoli	Non Dynamic	Non Cdk target
Q8TD17	PML bodies	Non Dynamic	Non Cdk target
Q8TDB6	Stress granules	Non Dynamic	Non Cdk target
Q8TDD1	Nucleoli	Non Dynamic	Non Cdk target
Q8TDD5	Nucleoli	Non Dynamic	Non Cdk target
Q8TDN6	P-bodies,Nucleoli	Non Dynamic	Non Cdk target
Q8TE49	Nucleoli	Non Dynamic	Non Cdk target
Q8TE82	Nucleoli	Non Dynamic	Non Cdk target
Q8TEA7	Nucleoli	Non Dynamic	Non Cdk target
Q8TEA8	Nucleoli	Non Dynamic	Non Cdk target
Q8TED0	P-bodies,Nucleoli	Non Dynamic	Non Cdk target
Q8TEM1	NPC	Non Dynamic	Cdk target
Q8TEQ8	Nucleoli	Non Dynamic	Non Cdk target
Q8TF39	Nucleoli	Non Dynamic	Non Cdk target
Q8TF46	Nucleoli	Non Dynamic	Non Cdk target
Q8WTP8	Nucleoli	Non Dynamic	Non Cdk target
Q8WTS6	Nucleoli	Non Dynamic	Non Cdk target
Q8WTT2	Nucleoli	Non Dynamic	Non Cdk target
Q8WTV1	Nucleoli	Non Dynamic	Non Cdk target
Q8WUJ1	Nucleoli	Non Dynamic	Non Cdk target
Q8WUM0	NPC	Dynamic	Cdk target
Q8WUM4	Stress granules	Non Dynamic	Non Cdk target
Q8WUP2	Nucleoli	Non Dynamic	Non Cdk target
Q8WUT4	Nucleoli	Non Dynamic	Non Cdk target
Q8WV22	Nucleoli	Non Dynamic	Non Cdk target
Q8WV24	Nucleoli	Non Dynamic	Non Cdk target
Q8WV44	Nucleoli	Non Dynamic	Non Cdk target
Q8WV74	Nucleoli	Non Dynamic	Non Cdk target
Q8WV99	Nucleoli	Non Dynamic	Non Cdk target
Q8WVB3	Nucleoli	Non Dynamic	Non Cdk target
Q8WVC0	Nucleoli	Dynamic	Non Cdk target
Q8WVC6	Speckles	Non Dynamic	Non Cdk target
Q8WVF1	Nucleoli	Non Dynamic	Non Cdk target
Q8WVI7	Nucleoli	Non Dynamic	Non Cdk target
Q8WVJ9	Nucleoli	Non Dynamic	Non Cdk target
Q8WVL7	Nucleoli	Non Dynamic	Non Cdk target
Q8WVM0	Nucleoli	Non Dynamic	Non Cdk target
Q8WVV9	Nucleoli	Non Dynamic	Non Cdk target
Q8WVY7	Nucleoli	Non Dynamic	Non Cdk target
Q8WW01	Nucleoli	Non Dynamic	Non Cdk target
Q8WWM7	Stress granules	Dynamic	Non Cdk target
Q8WWN9	Nucleoli	Non Dynamic	Non Cdk target
Q8WWY3	Speckles,Cajal bodies	Non Dynamic	Cdk target
Q8WX93	Stress granules	Non Dynamic	Cdk target
Q8WXE1	Nucleoli	Non Dynamic	Cdk target
Q8WXE9	Nucleoli	Non Dynamic	Non Cdk target
Q8WXF1	Speckles,Nucleoli	Non Dynamic	Non Cdk target
Q8WXG1	Nucleoli	Non Dynamic	Non Cdk target
Q8WXS4	Nucleoli	Non Dynamic	Non Cdk target
Q8WY54	Nucleoli	Non Dynamic	Non Cdk target
Q8WYA1	Nucleoli	Non Dynamic	Non Cdk target
Q8WYA6	Nucleoli	Non Dynamic	Non Cdk target
Q8WYK1	Nucleoli	Non Dynamic	Non Cdk target
Q8WYN3	Nucleoli	Non Dynamic	Non Cdk target
Q8WYP3	Nucleoli	Non Dynamic	Non Cdk target
Q8WYP5	NPC,Nucleoli	Dynamic	Cdk target
Q92484	Nucleoli	Non Dynamic	Non Cdk target
Q92499	Stress granules,53BP1 bodies,Nucleoli	Non Dynamic	Non Cdk target
Q92522	Stress granules,Nucleoli	Non Dynamic	Non Cdk target
Q92540	P-bodies	Non Dynamic	Non Cdk target
Q92541	Speckles	Non Dynamic	Non Cdk target
Q92547	Nucleoli,53BP1 bodies	Dynamic	Cdk target
Q92551	Nucleoli	Non Dynamic	Non Cdk target
Q92552	Nucleoli	Non Dynamic	Non Cdk target
Q92574	Stress granules,Nucleoli	Non Dynamic	Cdk target
Q92613	Nucleoli	Non Dynamic	Non Cdk target
Q92615	Stress granules	Non Dynamic	Non Cdk target
Q92616	Nucleoli	Non Dynamic	Non Cdk target
Q92620	Speckles	Non Dynamic	Cdk target
Q92621	Stress granules,NPC	Dynamic	Non Cdk target
Q92636	Nucleoli	Non Dynamic	Non Cdk target
Q92665	Nucleoli	Non Dynamic	Non Cdk target
Q92692	Nucleoli	Non Dynamic	Non Cdk target
Q92747	Nucleoli	Non Dynamic	Non Cdk target
Q92750	Nucleoli	Non Dynamic	Non Cdk target
Q92766	Speckles,Nucleoli	Non Dynamic	Cdk target
Q92793	Speckles,Superenhancers-Mediator	Non Dynamic	Non Cdk target
Q92794	Nucleoli,PML bodies	Non Dynamic	Cdk target
Q92796	Nucleoli	Non Dynamic	Non Cdk target
Q92841	Nucleoli	Non Dynamic	Non Cdk target
Q92844	Nucleoli	Non Dynamic	Non Cdk target
Q92878	53BP1 bodies,Nucleoli	Non Dynamic	Non Cdk target
Q92879	Stress granules	Non Dynamic	Non Cdk target
Q92890	Nucleoli	Dynamic	Non Cdk target
Q92900	Stress granules,P-bodies,Superenhancers-Mediator	Dynamic	Non Cdk target
Q92915	Nucleoli	Non Dynamic	Non Cdk target
Q92945	Stress granules	Dynamic	Cdk target
Q92953	Nucleoli	Non Dynamic	Non Cdk target
Q92966	Nucleoli	Non Dynamic	Non Cdk target
Q92973	Stress granules	Non Dynamic	Non Cdk target
Q92979	Nucleoli	Non Dynamic	Non Cdk target
Q92993	PML bodies	Non Dynamic	Cdk target
Q92994	Stress granules	Non Dynamic	Non Cdk target
Q93052	Stress granules	Dynamic	Non Cdk target
Q93062	Stress granules	Non Dynamic	Non Cdk target
Q93074	Superenhancers-Mediator	Non Dynamic	Non Cdk target
Q969E8	Nucleoli	Non Dynamic	Non Cdk target
Q969G9	Nucleoli	Non Dynamic	Non Cdk target
Q969H6	Nucleoli	Non Dynamic	Non Cdk target
Q969K4	Nucleoli	Non Dynamic	Non Cdk target
Q969L4	Cajal bodies	Non Dynamic	Non Cdk target
Q969Q0	PML bodies	Non Dynamic	Non Cdk target
Q969S3	Nucleoli	Non Dynamic	Non Cdk target
Q969X6	Nucleoli	Non Dynamic	Non Cdk target
Q96A61	Nucleoli	Non Dynamic	Non Cdk target
Q96A65	Nucleoli	Dynamic	Cdk target
Q96A72	Stress granules	Non Dynamic	Non Cdk target
Q96AE4	Stress granules	Non Dynamic	Non Cdk target
Q96AN5	Nucleoli	Non Dynamic	Non Cdk target
Q96AQ9	Nucleoli	Non Dynamic	Non Cdk target
Q96AY4	Nucleoli	Non Dynamic	Non Cdk target
Q96AZ6	Cajal bodies	Non Dynamic	Non Cdk target
Q96B02	Nucleoli	Non Dynamic	Non Cdk target
Q96B26	Nucleoli	Non Dynamic	Non Cdk target
Q96B54	Nucleoli	Non Dynamic	Non Cdk target
Q96B70	Nucleoli	Non Dynamic	Non Cdk target
Q96BF6	Nucleoli	Non Dynamic	Non Cdk target
Q96BK5	Nucleoli	Non Dynamic	Non Cdk target
Q96BP2	Nucleoli	Non Dynamic	Non Cdk target
Q96BQ5	Nucleoli	Non Dynamic	Non Cdk target
Q96C57	Nucleoli	Non Dynamic	Non Cdk target
Q96CG1	Stress granules	Non Dynamic	Non Cdk target
Q96CG3	Nucleoli	Non Dynamic	Non Cdk target
Q96CJ1	Cajal bodies	Non Dynamic	Non Cdk target
Q96CS4	Nucleoli	Non Dynamic	Non Cdk target
Q96D46	Nucleoli	Dynamic	Non Cdk target
Q96DE0	Nucleoli	Non Dynamic	Non Cdk target
Q96DH6	Stress granules	Non Dynamic	Non Cdk target
Q96E39	P-bodies	Non Dynamic	Non Cdk target
Q96EB6	PML bodies,Nucleoli	Non Dynamic	Cdk target
Q96EE3	NPC	Non Dynamic	Non Cdk target
Q96EG3	Nucleoli	Non Dynamic	Non Cdk target
Q96EK2	Nucleoli	Non Dynamic	Non Cdk target
Q96EK7	Nucleoli	Non Dynamic	Non Cdk target
Q96EP5	Stress granules	Non Dynamic	Non Cdk target
Q96EQ8	Nucleoli	Non Dynamic	Non Cdk target
Q96ES7	Nucleoli	Non Dynamic	Non Cdk target
Q96EU6	Nucleoli	Non Dynamic	Non Cdk target
Q96EY4	Nucleoli	Non Dynamic	Non Cdk target
Q96F25	Nucleoli	Non Dynamic	Non Cdk target
Q96F44	Superenhancers-Mediator	Non Dynamic	Non Cdk target
Q96FA3	Nucleoli	Non Dynamic	Non Cdk target
Q96FB5	Nucleoli	Non Dynamic	Non Cdk target
Q96FC9	Nucleoli	Non Dynamic	Non Cdk target
Q96FJ2	Stress granules	Non Dynamic	Non Cdk target
Q96FK6	Nucleoli	Non Dynamic	Non Cdk target
Q96FQ6	Nucleoli	Non Dynamic	Non Cdk target
Q96FS4	Nucleoli	Non Dynamic	Non Cdk target
Q96FZ7	Speckles	Non Dynamic	Non Cdk target
Q96G21	Nucleoli	Non Dynamic	Non Cdk target
Q96G25	Superenhancers-Mediator	Non Dynamic	Non Cdk target
Q96G74	Nucleoli	Non Dynamic	Non Cdk target
Q96GA3	Nucleoli	Dynamic	Non Cdk target
Q96GC9	Nucleoli	Non Dynamic	Non Cdk target
Q96GD4	Nucleoli	Non Dynamic	Non Cdk target
Q96GM8	Cajal bodies	Non Dynamic	Non Cdk target
Q96GN5	Nucleoli	Non Dynamic	Non Cdk target
Q96GQ5	Nucleoli	Non Dynamic	Non Cdk target
Q96GQ7	P-bodies,Nucleoli	Non Dynamic	Non Cdk target
Q96H35	Nucleoli	Non Dynamic	Non Cdk target
Q96HA1	NPC	Non Dynamic	Cdk target
Q96HA4	Nucleoli	Non Dynamic	Non Cdk target
Q96HC4	Stress granules	Dynamic	Cdk target
Q96HD1	Nucleoli	Non Dynamic	Non Cdk target
Q96HI0	Nucleoli	Non Dynamic	Non Cdk target
Q96HJ3	Nucleoli	Non Dynamic	Non Cdk target
Q96HQ0	Nucleoli	Non Dynamic	Non Cdk target
Q96HR3	Superenhancers-Mediator	Non Dynamic	Non Cdk target
Q96HR8	Nucleoli	Non Dynamic	Non Cdk target
Q96HS1	Stress granules	Non Dynamic	Non Cdk target
Q96HW7	Nucleoli	Non Dynamic	Non Cdk target
Q96HY6	Nucleoli	Non Dynamic	Non Cdk target
Q96HZ4	Nucleoli	Non Dynamic	Non Cdk target
Q96I24	Stress granules	Non Dynamic	Non Cdk target
Q96IC2	Nucleoli	Non Dynamic	Non Cdk target
Q96IU4	Nucleoli	Non Dynamic	Non Cdk target
Q96IZ0	Stress granules	Non Dynamic	Non Cdk target
Q96IZ2	Nucleoli	Non Dynamic	Non Cdk target
Q96JB5	Nucleoli	Non Dynamic	Non Cdk target
Q96JC9	Cajal bodies	Non Dynamic	Non Cdk target
Q96JF0	Nucleoli	Non Dynamic	Non Cdk target
Q96JI7	Nucleoli	Non Dynamic	Non Cdk target
Q96JM2	Superenhancers-Mediator	Dynamic	Cdk target
Q96JM7	Nucleoli	Non Dynamic	Non Cdk target
Q96JN2	Nucleoli	Non Dynamic	Non Cdk target
Q96JY0	Stress granules	Non Dynamic	Non Cdk target
Q96K12	Nucleoli	Non Dynamic	Non Cdk target
Q96K58	Nucleoli	Non Dynamic	Non Cdk target
Q96K62	PML bodies	Non Dynamic	Non Cdk target
Q96KG9	Speckles	Dynamic	Non Cdk target
Q96KR1	P-bodies,Nucleoli,Superenhancers-Mediator	Non Dynamic	Non Cdk target
Q96L03	Nucleoli	Non Dynamic	Non Cdk target
Q96L12	Stress granules	Non Dynamic	Non Cdk target
Q96L91	Superenhancers-Mediator	Non Dynamic	Non Cdk target
Q96LA8	Nucleoli	Non Dynamic	Non Cdk target
Q96LI5	Nucleoli	Non Dynamic	Non Cdk target
Q96LU7	Nucleoli	Non Dynamic	Non Cdk target
Q96LX8	Nucleoli	Non Dynamic	Non Cdk target
Q96M83	Nucleoli	Non Dynamic	Non Cdk target
Q96MD7	Nucleoli	Non Dynamic	Non Cdk target
Q96ME1	Speckles	Non Dynamic	Non Cdk target
Q96MG7	Nucleoli	Non Dynamic	Non Cdk target
Q96MP5	Nucleoli	Non Dynamic	Non Cdk target
Q96MW7	Nucleoli	Non Dynamic	Non Cdk target
Q96N11	Nucleoli	Non Dynamic	Non Cdk target
Q96N19	Nucleoli	Non Dynamic	Non Cdk target
Q96N20	Nucleoli	Non Dynamic	Non Cdk target
Q96NC0	Nucleoli	Non Dynamic	Non Cdk target
Q96ND8	Nucleoli	Non Dynamic	Non Cdk target
Q96NY9	Nucleoli	Non Dynamic	Cdk target
Q96P11	Nucleoli	Non Dynamic	Non Cdk target
Q96P63	P-bodies	Non Dynamic	Non Cdk target
Q96PE7	Nucleoli	Non Dynamic	Non Cdk target
Q96PK6	Speckles,Nucleoli	Dynamic	Non Cdk target
Q96PN7	Nucleoli	Non Dynamic	Non Cdk target
Q96PN8	Nucleoli	Non Dynamic	Non Cdk target
Q96PU8	Superenhancers-Mediator	Non Dynamic	Non Cdk target
Q96PV7	Nucleoli	Non Dynamic	Non Cdk target
Q96PZ2	Nucleoli	Non Dynamic	Cdk target
Q96Q15	Stress granules	Non Dynamic	Non Cdk target
Q96Q27	Nucleoli	Non Dynamic	Non Cdk target
Q96QA5	P-bodies	Non Dynamic	Non Cdk target
Q96QC0	Stress granules,Cajal bodies	Non Dynamic	Non Cdk target
Q96QD5	Nucleoli	Non Dynamic	Non Cdk target
Q96QD9	Speckles	Non Dynamic	Non Cdk target
Q96QR8	Stress granules	Non Dynamic	Non Cdk target
Q96QU8	Nucleoli	Non Dynamic	Non Cdk target
Q96RE7	Superenhancers-Mediator	Non Dynamic	Non Cdk target
Q96RE9	Nucleoli	Non Dynamic	Non Cdk target
Q96RN5	Superenhancers-Mediator	Non Dynamic	Non Cdk target
Q96RQ1	Nucleoli	Non Dynamic	Non Cdk target
Q96RS0	Nucleoli,Cajal bodies	Non Dynamic	Non Cdk target
Q96RY5	Nucleoli	Non Dynamic	Non Cdk target
Q96SB4	Nucleoli	Dynamic	Non Cdk target
Q96SI9	P-bodies	Non Dynamic	Non Cdk target
Q96ST2	Nucleoli	Dynamic	Non Cdk target
Q96ST3	Superenhancers-Mediator	Non Dynamic	Non Cdk target
Q96SU4	Stress granules	Non Dynamic	Non Cdk target
Q96T37	P-bodies	Non Dynamic	Non Cdk target
Q96T58	Nucleoli	Non Dynamic	Cdk target
Q96T60	Nucleoli	Non Dynamic	Non Cdk target
Q99081	Superenhancers-Mediator	Non Dynamic	Non Cdk target
Q99459	Speckles,Stress granules,Nucleoli	Non Dynamic	Cdk target
Q99496	Superenhancers-Mediator	Non Dynamic	Non Cdk target
Q99547	Nucleoli	Non Dynamic	Non Cdk target
Q99558	Nucleoli	Non Dynamic	Non Cdk target
Q99567	NPC	Non Dynamic	Non Cdk target
Q99575	Nucleoli	Non Dynamic	Non Cdk target
Q99584	Nucleoli	Non Dynamic	Non Cdk target
Q99607	PML bodies	Non Dynamic	Cdk target
Q99612	Nucleoli	Non Dynamic	Non Cdk target
Q99613	Stress granules	Dynamic	Non Cdk target
Q99640	Nucleoli	Non Dynamic	Cdk target
Q99650	Nucleoli	Non Dynamic	Non Cdk target
Q99653	Stress granules	Non Dynamic	Non Cdk target
Q99661	Nucleoli	Dynamic	Cdk target
Q99714	Speckles	Non Dynamic	Non Cdk target
Q99719	Nucleoli	Non Dynamic	Non Cdk target
Q99726	Nucleoli	Non Dynamic	Non Cdk target
Q99729	Nucleoli	Non Dynamic	Non Cdk target
Q99784	Nucleoli	Non Dynamic	Non Cdk target
Q99816	Speckles,Nucleoli	Non Dynamic	Non Cdk target
Q99848	Nucleoli	Non Dynamic	Non Cdk target
Q99871	Nucleoli	Dynamic	Non Cdk target
Q99909	Nucleoli	Non Dynamic	Non Cdk target
Q99941	Nucleoli	Non Dynamic	Non Cdk target
Q99959	Stress granules	Non Dynamic	Non Cdk target
Q99983	Nucleoli	Non Dynamic	Non Cdk target
Q99986	Nucleoli	Non Dynamic	Non Cdk target
Q99996	Stress granules	Non Dynamic	Non Cdk target
Q9BPX5	Nucleoli	Non Dynamic	Non Cdk target
Q9BPY3	Cajal bodies	Non Dynamic	Non Cdk target
Q9BQ04	Speckles,Nucleoli	Non Dynamic	Non Cdk target
Q9BQ39	Stress granules,P-bodies,Nucleoli	Non Dynamic	Non Cdk target
Q9BQ67	Nucleoli	Non Dynamic	Non Cdk target
Q9BQ75	Nucleoli	Non Dynamic	Non Cdk target
Q9BQD3	Nucleoli	Non Dynamic	Non Cdk target
Q9BQE3	Stress granules	Non Dynamic	Non Cdk target
Q9BQE6	Nucleoli	Non Dynamic	Non Cdk target
Q9BQG0	Nucleoli	Non Dynamic	Cdk target
Q9BQI3	Stress granules	Non Dynamic	Non Cdk target
Q9BR76	Stress granules	Non Dynamic	Non Cdk target
Q9BRJ6	Nucleoli	Non Dynamic	Non Cdk target
Q9BRJ7	Nucleoli	Non Dynamic	Non Cdk target
Q9BRJ9	Nucleoli	Non Dynamic	Non Cdk target
Q9BRK3	Nucleoli	Non Dynamic	Non Cdk target
Q9BRP8	Nucleoli	Dynamic	Cdk target
Q9BRS2	Nucleoli	Non Dynamic	Non Cdk target
Q9BRT6	Nucleoli	Non Dynamic	Non Cdk target
Q9BRU9	Nucleoli	Non Dynamic	Non Cdk target
Q9BRX2	Stress granules,Nucleoli	Non Dynamic	Non Cdk target
Q9BRZ2	Stress granules	Non Dynamic	Non Cdk target
Q9BSC4	Nucleoli	Non Dynamic	Non Cdk target
Q9BSE2	Nucleoli	Non Dynamic	Non Cdk target
Q9BSE4	Nucleoli	Non Dynamic	Non Cdk target
Q9BSF8	Nucleoli	Non Dynamic	Non Cdk target
Q9BSH5	Nucleoli	Non Dynamic	Non Cdk target
Q9BSJ1	Nucleoli	Non Dynamic	Non Cdk target
Q9BSK1	Nucleoli	Non Dynamic	Non Cdk target
Q9BSU1	Nucleoli	Non Dynamic	Non Cdk target
Q9BT22	Nucleoli	Non Dynamic	Non Cdk target
Q9BTC8	Speckles	Non Dynamic	Non Cdk target
Q9BTD8	Stress granules	Non Dynamic	Non Cdk target
Q9BTE7	Nucleoli	Non Dynamic	Non Cdk target
Q9BTL3	Speckles	Non Dynamic	Non Cdk target
Q9BTT0	Stress granules,Nucleoli	Non Dynamic	Non Cdk target
Q9BTT4	Nucleoli,Superenhancers-Mediator	Non Dynamic	Non Cdk target
Q9BTX1	NPC	Non Dynamic	Cdk target
Q9BU02	Nucleoli	Non Dynamic	Non Cdk target
Q9BU19	Nucleoli	Non Dynamic	Non Cdk target
Q9BU76	Nucleoli	Non Dynamic	Non Cdk target
Q9BU89	Nucleoli	Non Dynamic	Non Cdk target
Q9BUI4	Speckles	Non Dynamic	Non Cdk target
Q9BUJ2	Stress granules	Non Dynamic	Cdk target
Q9BUL9	Nucleoli	Non Dynamic	Non Cdk target
Q9BUP0	Nucleoli	Non Dynamic	Non Cdk target
Q9BUQ8	Nucleoli	Non Dynamic	Non Cdk target
Q9BUR4	Cajal bodies	Non Dynamic	Non Cdk target
Q9BUU2	Nucleoli	Non Dynamic	Non Cdk target
Q9BV20	Nucleoli	Non Dynamic	Non Cdk target
Q9BV38	Nucleoli	Non Dynamic	Non Cdk target
